athlete_id,name,born_date,born_city,born_region,born_country,NOC,height_cm,weight_kg,died_date
82793,Nikita Morgunov,1975-06-29,Novokuznetsk,Kemerovo,RUS,Russian Federation,210.0,125.0,N/A
82796,Zakhar Pashutin,1974-05-03,Sochi,Krasnodar Kray,RUS,Russian Federation,196.0,90.0,N/A
82797,Sergey Chikalkin,1975-12-11,Samara,Samara,RUS,Russian Federation,197.0,95.0,N/A
82798,Shareef Abdur-Rahim,1976-12-11,Marietta,Georgia,USA,United States,202.0,104.0,N/A
82799,Ray Allen,1975-07-20,Merced,California,USA,United States,192.0,93.0,N/A
82800,Vin Baker,1971-11-23,Lake Wales,Florida,USA,United States,207.0,109.0,N/A
82801,Vince Carter,1977-01-26,Daytona Beach,Florida,USA,United States,195.0,102.0,N/A
82802,Kevin Garnett,1976-05-19,Mauldin,South Carolina,USA,United States,207.0,100.0,N/A
82804,Allan Houston,1971-04-20,Louisville,Kentucky,USA,United States,195.0,91.0,N/A
82805,Jason Kidd,1973-03-23,San Francisco,California,USA,United States,193.0,96.0,N/A
82806,Antonio McDyess,1974-09-07,Quitman,Mississippi,USA,United States,202.0,109.0,N/A
82807,Alonzo Mourning,1970-02-08,Chesapeake,Virginia,USA,United States,206.0,117.0,N/A
82808,Steve Smith,1969-03-31,Highland Park,Michigan,USA,United States,200.0,100.0,N/A
82809,Peja Drobnjak,1975-10-27,Bijelo Polje,Bijelo Polje,MNE,Serbia and Montenegro,211.0,102.0,N/A
82810,Nikola Jestratijević,1976-07-09,Zemun,Beograd,SRB,Serbia and Montenegro,212.0,106.0,N/A
82812,Igor Rakočević,1978-03-29,Beograd (Belgrade),Beograd,SRB,Serbia and Montenegro,194.0,82.0,N/A
82813,Vlado Šćepanović,1975-11-13,Kolašin,Kolašin,MNE,Serbia and Montenegro,196.0,100.0,N/A
82814,Peja Stojaković,1977-06-09,Beograd (Belgrade),Beograd,SRB,Serbia and Montenegro,205.0,102.0,N/A
82815,Dragan Tarlać,1973-05-09,Beograd (Belgrade),Beograd,SRB,Serbia and Montenegro,210.0,115.0,N/A
82818,Lauren Jackson,1981-05-11,Albury,New South Wales,AUS,Australia,196.0,85.0,N/A
82824, Kelly,1979-11-10,São Paulo,São Paulo,BRA,Brazil,193.0,92.0,N/A
82833,Tammy Sutton-Brown,1978-01-27,Markham,Ontario,CAN,Canada,193.0,94.0,N/A
82838,Isabelle Fijalkowski,1972-05-23,Clermont-Ferrand,Puy-de-Dôme,FRA,France,195.0,93.0,N/A
83159,Guido Acklin,1969-11-21,N/A,N/A,N/A,Switzerland,200.0,104.0,N/A
83189,Mattias Eriksson,1981-11-17,Sundsvall,Västernorrland,SWE,Sweden,197.0,80.0,N/A
83190,Niklas Eriksson,1981-11-17,Sundsvall,Västernorrland,SWE,Sweden,196.0,85.0,N/A
83268,Andrew Martin,1980-05-12,Melbourne,Victoria,AUS,Australia,194.0,105.0,N/A
83288,Blair Young,1971-04-05,Brisbane,Queensland,AUS,Australia,194.0,83.0,N/A
83304,Avard Moncur,1978-11-02,Nassau,New Providence,BAH,The Bahamas,193.0,87.0,N/A
83322,Jo Van Daele,1972-04-06,Tielt,West-Vlaanderen,BEL,Belgium,191.0,110.0,N/A
83330,Leanid Charauko,1974-04-13,N/A,N/A,N/A,Belarus,200.0,125.0,N/A
83338,Andrei Mikhnievich,1976-07-12,Babruysk,Mahilyow,BLR,Belarus,202.0,140.0,N/A
83360,Ðuro Kodžo,1971-05-13,Bjelajce,Banja Luka,BIH,Bosnia and Herzegovina,193.0,73.0,N/A
83362,Elvir Krehmić,1973-04-27,Zenica,Zeničko-dobojski kanton,BIH,Bosnia and Herzegovina,198.0,83.0,N/A
83369,Iliyan Efremov,1970-08-02,Sofia,Sofia Grad,BUL,Bulgaria,191.0,90.0,N/A
83377,Zhivko Videnov,1977-05-23,Sofia,Sofia Grad,BUL,Bulgaria,192.0,87.0,N/A
83387,Kwaku Boateng,1974-06-30,N/A,N/A,N/A,Canada,193.0,84.0,N/A
83394,Jason Gervais,1976-01-18,Timmins,Ontario,CAN,Canada,198.0,134.0,N/A
83464,Blanka Vlašić,1983-11-08,Split,Splitsko-dalmatinska županija,CRO,Croatia,193.0,71.0,N/A
83477,Alexis Paumier,1975-01-21,Baracoa,Guantánamo,CUB,Cuba,193.0,97.0,N/A
83668,Ioan Apostol,1959-01-14,Trăisteni,Prahova,ROU,Romania,191.0,91.0,N/A
83727,Armin Assinger,1964-06-07,Graz,Steiermark,AUT,Austria,191.0,94.0,N/A
83780,Thomas Bachler,1965-06-03,Schwaz,Tirol,AUT,Austria,193.0,110.0,N/A
83801,Vasja Bajc,1962-01-19,Ljubljana,Ljubljana,SLO,Yugoslavia,193.0,82.0,N/A
83902,Bernhard Bauer,1967-10-10,Oberwössen,Bayern,GER,Germany,192.0,84.0,N/A
83918,Sergey Bautin,1967-03-11,Rahachow,Homel,BLR,Unified Team,191.0,91.0,2023-01-02
83990,Jan Benda,1972-04-28,Reet,Antwerpen,BEL,Germany,192.0,96.0,N/A
84050,Arne Bergseng,1961-03-22,Lillehammer,Innlandet,NOR,Norway,200.0,102.0,N/A
84051,Lars Bergseng,1963-05-14,Lillehammer,Innlandet,NOR,Norway,192.0,93.0,N/A
84206,Liston Bochette,1957-06-16,Fort Myers,Florida,USA,Puerto Rico,196.0,96.0,N/A
84243,Tino Bonk,1967-03-01,Dresden,Sachsen,GER,Germany,194.0,110.0,N/A
84330,Rollo Brandt,1934-11-25,N/A,N/A,N/A,Great Britain,199.0,110.0,1964-05-24
84446,Luboš Buchta,1967-05-16,Nové Město na Moravě,Vysočina,CZE,Czechia Czechoslovakia,194.0,87.0,N/A
84482,Vladimír Búřil,1969-05-17,Bratislava,Bratislava,SVK,Slovakia,191.0,92.0,N/A
84485,Sean Burke,1967-01-29,Windsor,Ontario,CAN,Canada,192.0,95.0,N/A
84589,Roger Capan,1945-05-20,Sioux City,Iowa,USA,United States,191.0,93.0,2013-03-02
84683,Jean-Marc Chabloz,1967-05-27,Montreux,Vaud,SUI,Switzerland,192.0,82.0,N/A
84790,Göran Claeson,1945-03-04,N/A,N/A,N/A,Sweden,191.0,82.0,N/A
84896,Gary Crawford,1957-08-30,Denver,Colorado,USA,United States,193.0,81.0,N/A
85267,Pierre Dormeuil,1887-05-11,Croissy-sur-Seine,Yvelines,FRA,France,198.0,88.0,1976-09-01
85407,Alfred Eder,1953-12-28,Piesendorf,Salzburg,AUT,Austria,200.0,95.0,N/A
85442,Kurt Einberger,1966-01-27,Brixlegg,Tirol,AUT,Austria,194.0,98.0,N/A
85461,Ulf Ekstrand,1957-09-21,Göteborg (Gothenburg),Västra Götaland,SWE,Sweden,192.0,86.0,N/A
85477,Åge Ellingsen,1962-11-05,Oslo,Oslo,NOR,Norway,194.0,95.0,N/A
85529,Nicola Ercolani,1969-11-10,N/A,N/A,N/A,San Marino,192.0,96.0,N/A
85553,Peter Eriksson,1965-07-12,Nässjö,Jönköping,SWE,Sweden,194.0,96.0,N/A
85776,René Fonjallaz,1907-01-01,Bern,Bern,SUI,Switzerland,211.0,113.0,1993-12-26
85813,François Franck,1904-09-14,Antwerpen (Antwerp),Antwerpen,BEL,Belgium,191.0,N/A,1965-08-06
85971,Norbert Gasser,1957-05-18,Bolzano,Bolzano-Bozen,ITA,Italy,195.0,91.0,N/A
86215,Randy Gregg,1956-02-19,Edmonton,Alberta,CAN,Canada,193.0,91.0,N/A
86266,Harald Grønningen,1934-10-09,N/A,N/A,N/A,Norway,191.0,80.0,2016-08-26
86291,Lamine Guèye,1960-07-18,Dakar,Dakar,SEN,Senegal,192.0,92.0,N/A
86304,Boris Gulyayev,1941-04-22,Vologda,Vologda,RUS,Soviet Union,192.0,88.0,N/A
86305,Nikolay Gulyayev,1966-01-01,Vologda,Vologda,RUS,Soviet Union Unified Team,192.0,88.0,N/A
86319,Ravil Gusmanov,1972-07-25,Naberezhnye Chelny,Respublika Tatarstan,RUS,Russian Federation,191.0,84.0,N/A
86337,Michael Güntner,1968-01-03,Kapfenberg,Steiermark,AUT,Austria,199.0,109.0,N/A
86446,Terje Hanssen,1948-09-20,N/A,N/A,N/A,Norway,193.0,82.0,N/A
86470,Greg Harrell,1961-04-22,Harrellsville,North Carolina,USA,United States,195.0,111.0,N/A
86666,Tom Hirsch,1963-01-27,Minneapolis,Minnesota,USA,United States,193.0,95.0,N/A
86702,Jörg Hoffmann,1963-03-15,Sondershausen,Thüringen,GER,East Germany,192.0,98.0,N/A
86773,Libor Malina,1973-06-14,Kladno,Středočeský kraj,CZE,Czechia,192.0,120.0,N/A
86774,Vladimír Maška,1973-02-06,Děčín,Ústecký kraj,CZE,Czechia,192.0,118.0,N/A
86777,Jiří Ryba,1976-06-15,Tábor,Jihočeský kraj,CZE,Czechia,195.0,95.0,N/A
86802,Raúl Chapado,1970-05-04,Ávila,Ávila,ESP,Spain,194.0,85.0,N/A
86817,Montxu Miranda,1976-12-27,Santurce,Vizcaya,ESP,Spain,191.0,83.0,N/A
86855,Toni Huikuri,1979-09-17,Helsinki,Uusimaa,FIN,Finland,191.0,76.0,N/A
86856,Olli-Pekka Karjalainen,1980-03-07,Töysä,Etelä-Pohjanmaa,FIN,Finland,194.0,120.0,N/A
86857,Aki Parviainen,1974-10-26,Helsinki,Uusimaa,FIN,Finland,191.0,N/A,N/A
86862,Ville Tiisanoja,1975-12-24,Vantaa,Uusimaa,FIN,Finland,192.0,120.0,N/A
86868,David Chaussinand,1973-04-19,Clermont-Ferrand,Puy-de-Dôme,FRA,France,193.0,99.0,N/A
86879,Laurent Hernu,1976-08-22,Creil,Oise,FRA,France,191.0,85.0,N/A
86894,Marc Raquil,1977-04-02,Créteil,Val-de-Marne,FRA,France,193.0,85.0,N/A
86897,Bob Tahri,1978-12-20,Metz,Moselle,FRA,France,191.0,65.0,N/A
86898,Ibrahima Wade,1968-09-06,Dakar,Dakar,SEN,France,193.0,82.0,N/A
86917,Matt Douglas,1976-11-26,London,England,GBR,Great Britain,193.0,90.0,N/A
86925,Phillips Idowu,1978-12-30,Hackney,England,GBR,Great Britain,197.0,89.0,N/A
86928,Dean Macey,1977-12-12,Rochford,England,GBR,Great Britain,196.0,92.0,N/A
86936,Mark Proctor,1963-01-15,Wenhaston,England,GBR,Great Britain,193.0,131.0,N/A
87002,Róbert Fazekas,1975-08-18,Szombathely,Vas,HUN,Hungary,193.0,114.0,N/A
87006,Attila Kilvinger,1977-03-27,Budapest,Budapest,HUN,Hungary,196.0,85.0,N/A
87007,Szilárd Kiss,1975-12-09,Zalaegerszeg,Zala,HUN,Hungary,198.0,106.0,N/A
87010,Zoltán Kővágó,1979-04-10,Szolnok,Jász-Nagykun-Szolnok,HUN,Hungary,204.0,132.0,N/A
87011,Gábor Máté,1979-02-09,Békéscsaba,Békes,HUN,Hungary,199.0,104.0,N/A
87017,Attila Zsivóczky,1977-04-29,Budapest,Budapest,HUN,Hungary,193.0,82.0,N/A
87039,Bahadur Singh,1973-05-07,N/A,N/A,N/A,India,191.0,123.0,N/A
87059,John Menton,1970-05-02,Dublin,Dublin,IRL,Ireland,201.0,120.0,N/A
87073,Magnús Aron Hallgrímsson,1976-03-23,N/A,N/A,N/A,Iceland,192.0,110.0,N/A
87100,Andrea Longo,1975-06-26,Piove di Sacco,Padova,ITA,Italy,191.0,83.0,N/A
87105,Emiliano Pizzoli,1974-06-29,Rieti,Rieti,ITA,Italy,193.0,80.0,N/A
87108,Nicola Vizzoni,1973-11-04,Pietrasanta,Lucca,ITA,Italy,193.0,126.0,N/A
87112,Claston Bernard,1979-03-22,Burnt Savannah,Saint Elizabeth,JAM,Jamaica,193.0,90.0,N/A
87299,Walter Hörl,1963-07-01,Saalfelden am Steinernen Meer,Salzburg,AUT,Austria,193.0,82.0,N/A
87352,Aldis Intlers,1965-04-24,Liepāja,Liepāja,LAT,Latvia,193.0,93.0,1994-08-28
87708,Kenny Jönsson,1974-10-06,Ängelholm,Skåne,SWE,Sweden,191.0,92.0,N/A
87838,Ronnie Kauffman,1946-12-25,Seattle,Washington,USA,United States,193.0,80.0,N/A
87881,Kenneth Kennholt,1965-01-13,N/A,N/A,N/A,Sweden,191.0,90.0,N/A
88009,Jeff Klaiber,1962-02-15,Glen Cove,New York,USA,United States,193.0,82.0,N/A
88066,Hermann Knoll,1931-12-10,Wien (Vienna),Wien,AUT,Austria,191.0,N/A,2015-03-26
88182,Dmitry Shnayder,1976-05-30,N/A,N/A,N/A,Kyrgyzstan,192.0,90.0,N/A
88219,Viktors Lācis,1977-11-28,Rēzekne,Rēzekne,LAT,Latvia,191.0,79.0,N/A
88275,Robin Pratt,1980-02-25,Jeddah,Makkah,KSA,Mexico,197.0,80.0,N/A
88289,Ion Emilianov,1977-02-19,Chișinău,Chișinău,MDA,Republic of Moldova,202.0,165.0,N/A
88312,Kamiel Maase,1971-10-20,Nijmegen,Gelderland,NED,Netherlands,191.0,70.0,N/A
88313,Wilbert Pennings,1975-02-23,Alphen aan den Rijn,Zuid-Holland,NED,Netherlands,194.0,81.0,N/A
88340,Trond Høiby,1973-01-24,Askim,Viken,NOR,Norway,196.0,96.0,N/A
88343,Glenn Howard,1976-04-01,Christchurch,Canterbury,NZL,New Zealand,193.0,81.0,N/A
88345,Ian Winchester,1973-05-27,Hamilton,Waikato,NZL,New Zealand,194.0,115.0,N/A
88380,Olgierd Stański,1973-04-04,Siedlce,Mazowieckie,POL,Poland,196.0,93.0,N/A
88407,Rashid Al-Dosari,1981-05-08,Ad-Dawhah (Doha),Ad-Dawhah,QAT,Qatar,198.0,130.0,N/A
88409,Abdul Rahman Al-Nubi,1979-10-17,N/A,N/A,N/A,Qatar,192.0,77.0,N/A
88425,Shaun Bownes,1978-10-24,Johannesburg,Gauteng,RSA,South Africa,194.0,93.0,N/A
88427,Frantz Kruger,1975-05-22,Kempton Park,Gauteng,RSA,Finland South Africa,203.0,130.0,N/A
88428,Burger Lambrechts,1973-04-03,Phalaborwa,Limpopo,RSA,South Africa,198.0,138.0,N/A
88431,Frits Potgieter,1974-03-13,Pretoria,Gauteng,RSA,South Africa,203.0,118.0,N/A
88432,Karel Potgieter,1975-09-29,Pretoria,Gauteng,RSA,South Africa,192.0,120.0,N/A
88434,Janus Robberts,1979-03-10,Louis Trichardt,Limpopo,RSA,South Africa,205.0,128.0,N/A
88442,Pyotr Brayko,1977-03-27,N/A,N/A,N/A,Russian Federation,203.0,90.0,N/A
88443,Daniil Burkenya,1978-07-20,Aşgabat,Ashgabat,TKM,Russian Federation,198.0,85.0,N/A
88451,Boris Gorban,1978-09-26,Dushanbe,Nohijahoi Tobei Çumhuri,TJK,Russian Federation,192.0,78.0,N/A
88462,Sergey Klyugin,1974-03-24,Kineshma,Ivanovo,RUS,Russian Federation,192.0,82.0,N/A
88491,Andrey Semyonov,1977-08-16,N/A,N/A,N/A,Russian Federation,193.0,90.0,N/A
88732,Heinz Kuttin,1971-01-05,N/A,N/A,N/A,Austria,193.0,78.0,N/A
88734,Keijo Kuusela,1921-01-06,Tampere,Pirkanmaa,FIN,Finland,195.0,75.0,1984-04-27
88746,Ulf Kvendbo,1948-04-11,Stockholm,Stockholm,SWE,Canada,200.0,78.0,N/A
88878,Stuart Welch,1977-11-15,Sydney,New South Wales,AUS,Australia,195.0,86.0,N/A
88882,Helfried Jurtschitsch,1971-07-17,Sankt Pölten,Niederösterreich,AUT,Austria,191.0,75.0,N/A
88883,Norbert Lambing,1976-10-12,Wien (Vienna),Wien,AUT,Austria,197.0,97.0,N/A
88885,Arnaud Duchesne,1978-05-03,Liège,Liège,BEL,Belgium,191.0,93.0,N/A
88886,Stijn Smulders,1979-08-07,Berchem,Antwerpen,BEL,Belgium,194.0,92.0,N/A
88897,Ivo Yanakiev,1975-10-12,Burgas,Burgas,BUL,Bulgaria,193.0,100.0,N/A
88899,Mike Belenkie,1974-11-21,Calgary,Alberta,CAN,Canada,201.0,95.0,N/A
88901,Dave Calder,1978-05-21,Brandon,Manitoba,CAN,Canada,195.0,90.0,N/A
88905,Bryan Donnelly,1975-04-08,Dublin,Dublin,IRL,Canada,198.0,91.0,N/A
88907,Tom Herschmiller,1978-04-06,Comox,British Columbia,CAN,Canada,198.0,93.0,N/A
88909,Dominic Seiterle,1975-09-04,Montréal,Québec,CAN,Canada,193.0,93.0,N/A
88913,Larry Varga,1972-08-04,Port Alberni,British Columbia,CAN,Canada,192.0,95.0,N/A
88924,Igor Spasovkhodsky,1979-08-01,Moskva (Moscow),Moskva,RUS,Russian Federation,191.0,91.0,N/A
88928,Vyacheslav Voronin,1974-04-05,Vladikavkaz,Respublika Severnaya Osetiya-Alaniya,RUS,Russian Federation,193.0,69.0,N/A
88932,Aleksey Zagorny,1978-05-31,Yaroslavl,Yaroslavl,RUS,Russian Federation,197.0,130.0,N/A
88956,Matija Šestak,1972-12-30,Ljubljana,Ljubljana,SLO,Slovenia,193.0,82.0,N/A
88987,Marián Bokor,1977-04-17,Trnava,Trnava,SVK,Slovakia,193.0,83.0,N/A
88988,Libor Charfreitag,1977-09-11,Trnava,Trnava,SVK,Slovakia,191.0,115.0,N/A
88989,Milan Haborák,1973-01-11,Prešov,Prešov,SVK,Slovakia,191.0,109.0,N/A
88991,Mikuláš Konopka,1979-01-23,Rimavská Sobota,Banská Bystrica,SVK,Slovakia,193.0,110.0,N/A
88994,Marcel Lopuchovský,1977-05-02,Košice,Košice,SVK,Slovakia,197.0,93.0,N/A
89002,Patrik Kristiansson,1977-06-03,Göteborg (Gothenburg),Västra Götaland,SWE,Sweden,192.0,85.0,N/A
89004,Christian Olsson,1980-01-25,N/A,N/A,N/A,Sweden,192.0,73.0,N/A
89057,Yuriy Bilonoh,1974-03-09,Bilopillia,Sumy,UKR,Ukraine,202.0,140.0,N/A
89059,Kyrylo Chuprynin,1975-07-22,N/A,N/A,N/A,Ukraine,197.0,130.0,N/A
89061,Serhiy Dymchenko,1967-08-23,N/A,N/A,N/A,Ukraine,203.0,80.0,N/A
89064,Ruslan Hlivinskyi,1975-02-07,N/A,N/A,N/A,Ukraine,204.0,82.0,N/A
89086,Andriy Sokolovskyi,1978-07-16,Moskva (Moscow),Moskva,RUS,Ukraine,196.0,80.0,N/A
89136,Andrew Hermann,1971-02-25,Newport,Oregon,USA,United States,191.0,75.0,N/A
89156,Tom Pappas,1976-09-06,Azalea,Oregon,USA,United States,196.0,98.0,N/A
89162,Nick Rogers,1975-05-02,Seattle,Washington,USA,United States,193.0,70.0,N/A
89167,Savanté Stringfellow,1978-11-06,Jackson,Michigan,USA,United States,191.0,84.0,N/A
89202,Danial Jahić,1979-07-01,N/A,N/A,N/A,Serbia and Montenegro,191.0,76.0,2021-01-19
89284,Tesana Panvisvas,1978-03-14,N/A,N/A,N/A,Thailand,192.0,83.0,N/A
89308,Damián Ordás,1977-08-01,Buenos Aires,Ciudad Autónoma de Buenos Aires,ARG,Argentina,198.0,93.0,N/A
89311,Dan Burke,1974-05-02,Sydney,New South Wales,AUS,Australia,193.0,93.0,N/A
89313,Alastair Gordon,1976-12-08,Sydney,New South Wales,AUS,Australia,193.0,91.0,N/A
89314,Peter Hardcastle,1978-07-14,Rochford,England,GBR,Australia,196.0,92.0,N/A
89319,Matthew Long,1975-06-27,Sydney,New South Wales,AUS,Australia,194.0,89.0,N/A
89321,Stuart Reside,1978-09-06,Perth,Western Australia,AUS,Australia,193.0,90.0,N/A
89471,Dennis Lawrence,1965-10-25,Shaunavon,Saskatchewan,CAN,Canada,191.0,79.0,N/A
89480,Éric Le Chanony,1968-02-28,Amiens,Somme,FRA,France,198.0,106.0,N/A
89540,Walter Leinweber,1907-04-18,Füssen,Bayern,GER,Germany,193.0,N/A,1997-03-02
89556,Günther Lemmerer,1952-04-04,Graz,Steiermark,AUT,Austria,191.0,83.0,N/A
89557,Jean-Philippe Lemoine,1964-09-11,Valence,Drôme,FRA,France,194.0,104.0,N/A
89563,Alec Leonce,1962-04-19,Islington,England,GBR,Great Britain,193.0,91.0,N/A
89668,Eric Lindros,1973-02-28,London,Ontario,CAN,Canada,193.0,107.0,N/A
89708,Norge Luis Vera,1971-08-03,Siboney,Santiago de Cuba,CUB,Cuba,191.0,90.0,N/A
89746,Jon Rauch,1978-09-27,Louisville,Kentucky,USA,United States,206.0,104.0,N/A
89756,Carlos Almeida,1976-12-24,Luanda,Luanda,ANG,Angola,192.0,92.0,N/A
89757,Belarmino Chipongue,1974-09-22,Lubango,Huíla,ANG,Angola,195.0,93.0,N/A
89759,Buila Katiavala,1976-05-13,Kananga,Kasaï central,COD,Angola,208.0,102.0,N/A
89761,Victor Muzadi,1978-06-22,Libreville,Estuaire,GAB,Angola,201.0,98.0,N/A
89762,Chris Anstey,1975-01-01,Melbourne,Victoria,AUS,Australia,213.0,112.0,N/A
89763,Martin Cattalini,1973-10-04,Fremantle,Western Australia,AUS,Australia,202.0,100.0,N/A
89765,Paul Rogers,1973-09-29,Adelaide,South Australia,AUS,Australia,208.0,115.0,N/A
89766,Jason Smith,1974-10-20,Melbourne,Victoria,AUS,Australia,194.0,95.0,N/A
89767,Rowan Barrett,1972-11-24,N/A,N/A,N/A,Canada,195.0,95.0,N/A
89770,Pete Guarasci,1974-02-25,Niagara Falls,Ontario,CAN,Canada,205.0,106.0,N/A
89772,Eric Hinrichsen,1976-04-13,Nanaimo,British Columbia,CAN,Canada,198.0,95.0,N/A
89773,Todd MacCulloch,1976-01-27,Winnipeg,Manitoba,CAN,Canada,213.0,132.0,N/A
89774,Andrew Mavis,1976-09-09,Vancouver,British Columbia,CAN,Canada,198.0,95.0,N/A
89775,Michael Meeks,1972-02-23,Kingston,Kingston,JAM,Canada,205.0,105.0,N/A
89776,Steve Nash,1974-02-07,Johannesburg,Gauteng,RSA,Canada,191.0,90.0,N/A
89777,Greg Newton,1974-09-07,Niagara Falls,Ontario,CAN,Canada,211.0,113.0,N/A
89778,Shawn Swords,1973-12-27,Ottawa,Ontario,CAN,Canada,193.0,89.0,N/A
89779,Guo Shiqiang,1975-07-08,Liaoyang,Liaoning,CHN,People's Republic of China,192.0,80.0,N/A
89782,Yao Ming,1980-09-12,Xuhui District,Shanghai,CHN,People's Republic of China,226.0,141.0,N/A
89783,Zhang Jingsong,1973-09-02,Xinzhou,Shanxi,CHN,People's Republic of China,198.0,101.0,N/A
89784,Alberto Ángulo,1970-06-19,Zaragoza (Saragossa),Zaragoza,ESP,Spain,194.0,88.0,N/A
89785,Rodrigo de la Fuente,1976-11-26,Madrid,Madrid,ESP,Spain,200.0,96.0,N/A
89786,Ignacio de Miguel,1973-10-24,Madrid,Madrid,ESP,Spain,205.0,111.0,N/A
89787,Roberto Dueñas,1975-11-01,Madrid,Madrid,ESP,Spain,221.0,137.0,N/A
89788,Jorge Garbajosa,1977-12-19,Torrejón de Ardoz,Madrid,ESP,Spain,204.0,107.0,N/A
89789,Carlos Jiménez,1976-02-10,Madrid,Madrid,ESP,Spain,201.0,100.0,N/A
89791,Juan Carlos Navarro,1980-06-13,Sant Feliu de Llobregat,Barcelona,ESP,Spain,193.0,82.0,N/A
89792,Alfonso Reyes,1971-09-19,Córdoba,Córdoba,ESP,Spain,202.0,111.0,N/A
89794,Johnny Rogers,1963-12-30,Fullerton,California,USA,Spain,203.0,100.0,N/A
89795,Jim Bilba,1968-04-17,Pointe-à-Pitre,Guadeloupe,FRA,France,198.0,99.0,N/A
89796,Yann Bonato,1972-03-04,Cannes,Alpes-Maritimes,FRA,France,201.0,95.0,N/A
89797,Makan Dioumassi,1972-07-21,Paris,Paris,FRA,France,196.0,90.0,N/A
89798,Laurent Foirest,1973-09-18,Marseille (Marseilles),Bouches-du-Rhône,FRA,France,197.0,95.0,N/A
89802,Laëtitia Moussard,1971-07-02,Toulouse,Haute-Garonne,FRA,France,191.0,83.0,N/A
89806,Dominique Tonnerre,1974-05-23,Lorient,Morbihan,FRA,France,192.0,80.0,N/A
89807,Stéphanie Vivenot,1970-03-26,Chenôves,Saône-et-Loire,FRA,France,192.0,80.0,N/A
89809,Gang Ji-Suk,1979-02-04,Seoul,Seoul,KOR,Republic of Korea,198.0,82.0,N/A
89829,Katarzyna Dydek,1970-03-21,Warszawa (Warsaw),Mazowieckie,POL,Poland,197.0,86.0,N/A
89830,Margo Dydek,1974-04-28,Warszawa (Warsaw),Mazowieckie,POL,Poland,213.0,100.0,2011-05-27
89840,Olga Arteshina,1982-11-27,Samara,Samara,RUS,Russian Federation,191.0,78.0,N/A
89860,Mark Simmons,1974-05-23,Toronto,Ontario,CAN,Canada,191.0,91.0,N/A
89881,Ahmed Abdel Samad,1972-09-15,N/A,N/A,N/A,Egypt,195.0,95.0,N/A
89899,Audley Harrison,1971-10-26,Park Royal,England,GBR,Great Britain,198.0,110.0,N/A
89904,Sebastian Köber,1979-05-28,Frankfurt (Oder),Brandenburg,GER,Germany,192.0,102.0,N/A
89973,Jegbefumere Albert,1981-07-27,Benin City,Edo,NGR,Nigeria,195.0,81.0,N/A
89992,Constantin Onofrei,1976-05-09,Fălticeni,Suceava,ROU,Romania,196.0,95.0,N/A
90076,Astou N'Diaye,1973-11-05,Kaolack,Kaolack,SEN,Senegal,192.0,83.0,N/A
90085,Lívia Libičová,1977-05-04,Zlaté Moravce,Nitra,SVK,Slovakia,192.0,88.0,N/A
90091,Yolanda Griffith,1970-03-01,Chicago,Illinois,USA,United States,193.0,81.0,N/A
90095,Kara Wolters,1975-08-15,Natick,Massachusetts,USA,United States,201.0,95.0,N/A
90117,Nathan Baggaley,1975-12-06,Byron Bay,New South Wales,AUS,Australia,193.0,90.0,N/A
90122,Rob Bell,1977-11-16,Cape Town,Western Cape,RSA,Australia,193.0,87.0,N/A
90127,Bob Maesen,1976-05-24,Neerpelt,Limburg,BEL,Belgium,192.0,89.0,N/A
90150,Jan Břečka,1975-10-13,Pardubice,Pardubický kraj,CZE,Czechia,195.0,85.0,N/A
90155,Radek Záruba,1979-06-05,Děčín,Ústecký kraj,CZE,Czechia,191.0,83.0,N/A
90160,Sayed Khalil,1976-12-23,N/A,N/A,N/A,Egypt,191.0,83.0,N/A
90173,Stéphane Gourichon,1977-08-05,Angers,Maine-et-Loire,FRA,France,191.0,83.0,N/A
90185,Björn Bach,1976-06-21,Magdeburg,Sachsen-Anhalt,GER,Germany,195.0,92.0,N/A
90190,Jan Schäfer,1974-10-18,Dresden,Sachsen,GER,Germany,194.0,85.0,N/A
90194,Tim Wieskötter,1979-03-12,Emsdetten,Nordrhein-Westfalen,GER,Germany,191.0,89.0,N/A
90200,Gábor Horváth,1971-11-15,Budapest,Budapest,HUN,Hungary,192.0,90.0,N/A
90213,Ro'l Yellin,1981-09-11,N/A,N/A,N/A,Israel,192.0,85.0,N/A
90216,Antonio Scaduto,1977-12-01,Augusta,Siracusa,ITA,Italy,193.0,93.0,N/A
90220,Sergey Sergin,1976-07-19,Shymkent,Ongutsik Qazaqstan,KAZ,Kazakhstan,194.0,90.0,N/A
90229,Daniel Jędraszko,1976-04-06,Szczecin,Zachodniopomorskie,POL,Poland,192.0,92.0,N/A
90237,Corneli Vasile Curuzan,1974-03-19,Tulcea,Tulcea,ROU,Romania,196.0,90.0,N/A
90266,Anders Gustafsson,1979-04-07,N/A,N/A,N/A,Sweden,192.0,90.0,N/A
90281,Anton Ryakhov,1980-05-29,Toshkent,Toshkent Shahri,UZB,Russian Federation Uzbekistan,191.0,96.0,N/A
90282,Ognjen Filipović,1973-10-17,Sremska Mitrovica,Srem,SRB,Serbia and Montenegro,194.0,96.0,N/A
90287,Dragan Zorić,1979-05-20,Bačka Palanka,Južna Bačka,SRB,Serbia and Montenegro,193.0,92.0,N/A
90288,Guillermo Brunetta,1975-08-25,Laboulaye,Córdoba,ARG,Argentina,193.0,85.0,N/A
